,FeatureTyp,SegmentTyp,TrafDir,SegmentID,XFrom,YFrom,XTo,YTo,SegmentID_,SpatialJoi,D_Busstop,D_Subway,NodeIDFrom,NodeIDTo,X,Y,SVIID,ID,SegDir1,SegDir2,StreetWidt,Length,Commercial,CulturalFa,EducationF,Government,HealthServ,Miscellane,PublicSafe,Recreation,ReligiousI,Residentia,SocialServ,Transporta,Water,Avg_B01001,Avg_B010_1,Avg_B010_2,Avg_B010_3,Avg_B02001,Avg_B020_1,Avg_B020_2,Avg_B08006,Avg_B080_1,Avg_B080_2,Avg_B08013,Avg_B08124,Avg_B15003,Avg_B19001,Avg_B19013,Avg_B23013,Avg_B24011,Avg_B240_1,Avg_B240_2,Avg_B240_3,Avg_B240_4,Avg_B240_5,Avg_B240_6,Avg_B240_7,Avg_B240_8,Avg_B240_9,Avg_B24_10,Avg_B24_11,Avg_B24_12,Avg_B24_13,Avg_B24_14,Avg_B24_15,Avg_B24_16,Avg_B24_17,Avg_B24_18,Avg_B24_20,Avg_B24_21,Avg_B24_22,Avg_B24_23,Avg_B24_24,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Masks
8905,0,U,W,32458,984476,208603,983690,209040,32458,98446,0.0899583,0.0570884,20559,20472,-74.0006,40.7398,7438,8905,WB,NB,34.0,0.274065,65.0,53.0,24.0,3.0,2.0,2.0,2.0,21.0,10.0,49.0,10.0,8.0,7.0,33793.0569174875,17266.0289951725,16527.027922325,6838.437729,25858.4087069375,2426.1183209575,2700.6503760025,21948.294196862505,1254.5589943475,126.96335284250002,517941.347222375,0.0,12239.1009024925,19058.5788116625,574378.4477685001,195.066344365,683600.77932975,591477.750411875,672951.0151241249,229489.974470125,89365.99944887501,0.0,1031220.6890093748,303213.6627025,307702.17730475,196410.74553225,0.0,87902.51268975,0.0,0.0,18944.940168625,0.0,156329.3242646125,489765.044369875,186366.70189425,0.0,0.0,0.0,0.0,0.0,116.88888888888889,78.25,57.875,47.875,45.625,83.625,153.25,204.5,226.0,220.625,222.375,209.125,249.875,246.625,246.375,263.125,250.125,248.125,258.75,266.5,249.5,234.875,198.75,198.625,Train
8984,0,U,W,34392,988567,221561,988689,221787,34392,98537,0.0290763,0.240146,21661,21662,-73.9842,40.7751,7509,8984,EB,NB,65.0,0.0783688,26.0,51.0,55.0,21.0,4.0,1.0,1.0,24.0,13.0,51.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.7,374.8,270.8,225.1,249.1,308.8,523.2,741.5,837.8,836.0,814.0,796.3,800.5,806.7,894.0,976.3,1068.7,1138.2,1101.5,1067.7,933.9,897.4,878.9,777.7,Train
8991,0,U,T,33098,988696,203586,988573,203364,33098,98549,0.0102367,0.49497,20896,20895,-73.9842,40.7252,7515,8991,WB,SB,50.0,0.0774656,28.0,134.0,55.0,3.0,6.0,3.0,5.0,20.0,14.0,65.0,17.0,17.0,30.0,36170.8822962,19312.575224425,16858.307071799998,2671.3279003325,29056.1461214,1494.15201992,4783.3536994325,21343.0600601,955.5222756125,87.2832847925,611132.2938965,0.0,15606.481013625,21198.3535616,306456.20676025,158.3732233275,411969.06496625,362582.80427425005,484342.9865582501,307881.45092424995,0.0,864829.2003929999,297514.2639265,272947.46465025,327080.328185,324367.65557099995,0.0,55987.63333675,0.0,0.0,85134.50813575,108884.74931325,142199.400961,328312.6303505,285290.01019825,70831.53407275,0.0,0.0,5740.0244393,19467.61790135,202.2,173.8,145.8,108.0,89.4,80.2,118.4,182.0,204.6,198.6,228.6,232.2,225.2,227.2,228.8,241.8,220.6,228.4,231.8,236.0,236.8,235.6,231.0,230.2,Train
8998,0,U,T,9009513,990501,222300,990122,222510,9009513,98560,0.0417245,0.173001,9001401,23263,-73.9781,40.7771,7522,8998,WB,NB,60.0,0.132069,3.0,79.0,41.0,14.0,6.0,0.0,1.0,18.0,20.0,42.0,5.0,3.0,5.0,52415.44172072499,25053.5942409,27361.84747985,4127.1677568275,44932.808447875,1421.412475535,4611.02369112,32684.2627571,2020.406932435,408.4676159225,859632.4339734999,0.0,14870.688473525,29054.657901525003,765879.5212427501,211.2243611175,831740.1268709999,623158.4689865,468199.836613,0.0,557639.16683575,0.0,939860.6823875,268246.71444,354493.69205375,712548.45412825,0.0,0.0,0.0,0.0,166767.18442449998,0.0,13040.8083821,383290.65897625,480811.6169285,0.0,0.0,100429.576345,0.0,0.0,67.55555555555556,36.0,19.444444444444443,19.33333333333333,29.11111111111111,58.44444444444444,111.77777777777776,269.22222222222223,356.77777777777777,312.1111111111111,219.42857142857144,228.75,230.0,246.22222222222223,270.22222222222223,272.55555555555554,237.22222222222223,217.88888888888889,229.55555555555557,283.77777777777777,240.88888888888889,200.77777777777777,169.66666666666666,133.44444444444446,Train
8999,0,U,T,9009513,990122,222510,990501,222300,9009513,98560,0.0417245,0.173001,23263,9001401,-73.9781,40.7771,7522,8999,EB,SB,60.0,0.132069,3.0,79.0,41.0,14.0,6.0,0.0,1.0,18.0,20.0,42.0,5.0,3.0,5.0,52415.44172072499,25053.5942409,27361.84747985,4127.1677568275,44932.808447875,1421.412475535,4611.02369112,32684.2627571,2020.406932435,408.4676159225,859632.4339734999,0.0,14870.688473525,29054.657901525003,765879.5212427501,211.2243611175,831740.1268709999,623158.4689865,468199.836613,0.0,557639.16683575,0.0,939860.6823875,268246.71444,354493.69205375,712548.45412825,0.0,0.0,0.0,0.0,166767.18442449998,0.0,13040.8083821,383290.65897625,480811.6169285,0.0,0.0,100429.576345,0.0,0.0,59.0,29.77777777777778,17.11111111111111,18.77777777777778,30.0,67.0,141.125,288.625,467.875,372.375,297.0,284.6666666666667,285.6666666666667,304.3333333333333,310.55555555555554,286.55555555555554,289.0,297.77777777777777,290.0,282.8888888888889,231.11111111111111,191.22222222222223,170.55555555555554,126.44444444444444,Train
9002,0,U,A,34089,988099,217000,988669,216684,34089,98564,0.0476924,0.0210422,21477,21473,-73.9851,40.7619,7525,9002,EB,SB,30.0,0.198383,14.0,93.0,59.0,21.0,4.0,1.0,0.0,113.0,4.0,56.0,25.0,9.0,5.0,25876.781989025003,14657.539112617498,11219.2428764125,5312.2819854675,17025.9077448175,1110.33813531,5000.7499918575,19909.184935497506,842.2400888525001,223.215376055,457573.791167,0.0,10453.115787195,15411.890345315,616655.6176445,203.8734009975,681770.9491643751,472640.19903325,640675.59990375,0.0,336065.86626650003,44871.382432537495,643647.5350190001,233714.556109,425575.96813587495,805350.8298744999,0.0,0.0,0.0,0.0,157678.09590795002,0.0,62567.160662675,448138.013922,366045.66472087504,0.0,0.0,0.0,0.0,0.0,300.2,207.6,152.0,145.2,183.0,337.4,516.0,533.4,475.6,419.8,418.0,396.4,387.2,401.2,371.6,344.4,346.6,318.6,318.0,353.0,344.0,368.6,364.0,340.2,Train
9004,0,U,W,35832,990092,215596,989545,215900,35832,98566,0.0171534,0.0793832,22516,21528,-73.9799,40.7589,7527,9004,WB,NB,32.0,0.190696,17.0,74.0,80.0,4.0,3.0,0.0,0.0,195.0,3.0,59.0,31.0,11.0,2.0,6666.1595097275,3482.99178393,3183.1677258,645.0492450849999,4269.214258295,112.6080207625,1876.709442975,4865.656070975,238.0737220925,88.4733986775,108156.50893079,0.0,2351.65542059,4134.210869535,746903.4680715825,210.87759526,899467.309733085,600728.2036424174,426665.3747535825,0.0,23463.6235643325,10108.9227096425,300534.328222015,116374.3006198325,346534.394335415,282801.795027415,0.0,0.0,0.0,0.0,134195.49402925,0.0,0.0,478036.0861084175,285922.8324039175,0.0,0.0,0.0,0.0,0.0,281.9,192.05,127.5,111.85,140.8,236.55,339.9,438.05,507.95,521.4,475.55,482.8,469.75,456.35,447.1,432.75,413.4,431.45,445.1,425.25,405.0,388.4,394.55,368.85,Train
9010,0,U,T,35771,990939,211523,991317,211314,35771,98577,0.0829102,0.46385,22483,22559,-73.9752,40.747,7533,9010,EB,SB,30.0,0.131548,35.0,15.0,55.0,8.0,2.0,1.0,1.0,208.0,14.0,64.0,16.0,5.0,1.0,49292.560474675,23896.86202255,25395.69845215,5382.569546575,32148.914470525,2451.1046875275,10979.2585830825,32505.310726825,629.68034214,156.3635748925,853259.1240257501,0.0,19266.528052475,26445.165689025,691591.8657130001,174.5355579225,639359.38829425,502201.768176,702513.3683815,0.0,385115.0328785,0.0,1129564.83030875,282008.04638525,557045.9399,366638.77478575,0.0,0.0,0.0,0.0,208891.8752925,0.0,151361.34917835,403412.388503,402284.03513825,0.0,0.0,129693.020268,0.0,0.0,32.8,20.2,12.9,13.3,27.1,76.0,95.5,79.4,93.8,112.0,125.9,124.4,123.2,122.1,124.1,130.9,151.4,164.8,160.0,97.8,60.5,53.8,61.7,62.5,Train
9022,0,U,T,34178,989545,213791,988650,214286,34178,98600,0.0444701,0.0110061,21517,21460,-73.9825,40.7542,7544,9022,WB,NB,55.0,0.311873,24.0,77.0,80.0,6.0,3.0,2.0,1.0,254.0,5.0,63.0,33.0,10.0,4.0,584.084331975,308.084438115,275.99989386000004,10.6941806525,441.55127865,0.0,112.167849435,510.63295155,6.416508390000001,0.0,10520.6127696325,0.0,317.37073461,433.0092733825,669692.015443375,205.0843716325,390041.008618125,467529.07034912496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52277.43271225,0.0,0.0,0.0,0.0,0.0,0.0,330.62068965517244,246.41379310344828,184.7586206896552,170.6206896551724,217.31034482758625,324.3103448275862,471.13793103448273,558.2068965517242,594.551724137931,596.8275862068965,596.0,594.5172413793103,574.5862068965517,596.551724137931,606.6206896551724,616.4827586206897,576.3793103448276,533.5862068965517,537.6551724137931,535.1724137931035,535.2413793103449,514.8965517241379,473.5172413793104,427.41379310344826,Train
9023,0,U,T,34178,988650,214286,989545,213791,34178,98600,0.0444701,0.0110061,21460,21517,-73.9825,40.7542,7544,9023,EB,SB,55.0,0.311873,24.0,77.0,80.0,6.0,3.0,2.0,1.0,254.0,5.0,63.0,33.0,10.0,4.0,584.084331975,308.084438115,275.99989386000004,10.6941806525,441.55127865,0.0,112.167849435,510.63295155,6.416508390000001,0.0,10520.6127696325,0.0,317.37073461,433.0092733825,669692.015443375,205.0843716325,390041.008618125,467529.07034912496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52277.43271225,0.0,0.0,0.0,0.0,0.0,0.0,302.51724137931035,207.24137931034485,137.58620689655172,126.55172413793105,173.6551724137931,319.48275862068965,501.0344827586207,550.1034482758621,530.3448275862069,528.3103448275862,519.5862068965517,556.6206896551724,541.7931034482758,538.1724137931035,539.6551724137931,526.1724137931035,469.0,434.2068965517241,446.7586206896552,469.4827586206897,463.0344827586207,449.7586206896552,422.9655172413793,392.0,Train
9032,0,U,T,111608,989991,199320,989558,199244,111608,98613,0.0244799,0.765031,16167,16162,-73.9801,40.7137,7551,9032,WB,SB,38.0,0.134073,0.0,3.0,2.0,6.0,0.0,1.0,0.0,3.0,5.0,8.0,8.0,1.0,1.0,10606.07086055,4542.31667287,6063.754187674999,4117.6271530575,4008.66298941,2104.15891171,2524.7876552400003,3750.8036953075,234.1714324375,60.234848232500006,129689.35061425,0.0,1502.1488274525002,4669.5543298025,44741.971506924994,57.0877466075,96843.423234475,95453.28415285,43644.54671585,0.0,0.0,0.0,0.0,62036.81770497501,127077.59466675,152887.21193875,46704.003248625,33406.65290515,16343.609353325,42176.23769075,26169.334371075,20051.774897635,29762.78298535,52420.89946195001,55372.40702515,0.0,0.0,0.0,30844.979865325,0.0,39.0,13.0,17.6,13.0,30.0,26.8,44.8,99.0,151.4,131.2,127.6,129.0,120.0,129.6,127.6,129.8,177.0,183.6,129.2,120.4,85.2,79.8,73.8,60.4,Train
9036,0,U,T,9000842,990406,202058,990337,201933,9000842,98615,0.0674561,0.843783,21782,9001346,-73.9779,40.7211,7553,9036,WB,SB,46.0,0.043501,1.0,27.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,35918.375044775006,16931.33168625,18987.043358525,15872.828772425,14981.706052099998,4542.8398996675005,5584.8405408975,17659.7891481,1852.9694660825,353.620127115,587858.0993155,0.0,7970.597665167499,14710.597287975,482722.1205895,357.86356864,667271.7499952499,528702.16698425,485272.90043975005,378133.0743265,0.0,304200.53561675,2007784.35773325,326344.22797649994,768001.6219377499,566989.7968805,0.0,144831.01672875,26523.867001125,0.0,148030.10014535,439500.31118575,240907.247798,383706.12752950005,261513.871339,680438.2060615,0.0,557206.306697,158796.65428224998,111979.70691975,89.0,58.8,41.4,19.6,37.6,65.0,123.8,258.8,246.8,212.4,270.2,339.0,246.8,257.6,290.2,305.6,252.4,234.6,232.4,208.6,199.4,162.8,132.2,133.0,Train
9038,0,U,W,34645,990332,207988,990457,208213,34645,98619,0.0120995,0.766133,21817,21820,-73.9778,40.7379,7555,9038,EB,NB,70.0,0.0784179,29.0,25.0,94.0,2.0,5.0,2.0,3.0,25.0,14.0,44.0,9.0,10.0,4.0,37294.455298974994,18714.1060217075,18580.349277255,6097.7513797525,27882.072752637498,1675.0574826825,5627.254934827501,23966.593113295,784.43862618,499.5567004225,619805.989949825,23.2525261525,10954.44260881,20844.895211515,369746.2997444775,137.11568821999998,456029.02966386,411738.50302616,404116.35527224746,189360.091487425,143690.94904192502,106367.979270165,563942.9133965275,267434.2681707925,258385.763118365,418910.4132223575,0.0,1289.4610854425,0.0,0.0,21385.31683255,1239.71113303,110279.544123355,496482.44015659,205199.97092056752,38625.854145085,9779.7591237075,0.0,4021.8870950075,1778.52474808,720.6666666666666,463.0,306.0,268.0,288.6666666666667,450.3333333333333,869.0,1182.6666666666667,1132.0,1101.3333333333333,1039.6666666666667,1033.6666666666667,1006.6666666666666,1028.3333333333333,1067.3333333333333,1121.3333333333333,1031.3333333333333,1051.6666666666667,1194.3333333333333,1114.6666666666667,1178.6666666666667,1114.3333333333333,1040.3333333333333,959.3333333333334,Train
9085,0,U,T,33839,986291,215593,985930,215793,33839,98671,0.0326221,0.274591,21354,21302,-73.9933,40.7587,7594,9085,WB,NB,60.0,0.125856,14.0,80.0,41.0,26.0,7.0,2.0,1.0,74.0,6.0,39.0,17.0,6.0,7.0,10244.9213210625,6158.627916637501,4086.293404407501,2263.835021955,5238.8559517475,1030.1161247675,3199.268738575,6946.6987875125,381.577223825,11.39036489,193152.112628,0.0,2876.06713481,5092.2050037825,328715.964165875,98.811415425,367213.26180187496,383892.315490375,301546.3844135,613569.056932875,0.0,38511.535592,474705.559066375,188236.458279875,144535.89958262502,235174.728197375,0.0,18784.8473975875,19518.1021374,0.0,49522.4589519875,83324.07866174998,94449.6175685,265065.89326075,105592.953920375,38238.16683462499,0.0,22839.8172985,0.0,9854.8013235625,208.0,136.6,97.0,85.8,120.8,171.8,254.8,439.4,550.2,535.4,455.4,495.0,491.6,450.4,451.4,450.0,538.8,574.2,522.6,396.8,333.2,334.2,357.6,334.2,Train
9086,0,U,T,33839,985930,215793,986291,215593,33839,98671,0.0326221,0.274591,21302,21354,-73.9933,40.7587,7594,9086,EB,SB,60.0,0.125856,14.0,80.0,41.0,26.0,7.0,2.0,1.0,74.0,6.0,39.0,17.0,6.0,7.0,10244.9213210625,6158.627916637501,4086.293404407501,2263.835021955,5238.8559517475,1030.1161247675,3199.268738575,6946.6987875125,381.577223825,11.39036489,193152.112628,0.0,2876.06713481,5092.2050037825,328715.964165875,98.811415425,367213.26180187496,383892.315490375,301546.3844135,613569.056932875,0.0,38511.535592,474705.559066375,188236.458279875,144535.89958262502,235174.728197375,0.0,18784.8473975875,19518.1021374,0.0,49522.4589519875,83324.07866174998,94449.6175685,265065.89326075,105592.953920375,38238.16683462499,0.0,22839.8172985,0.0,9854.8013235625,308.0,198.2,149.2,166.2,268.2,559.2,707.8,663.0,601.8,605.2,677.6,633.8,588.0,552.2,536.2,529.0,448.8,400.0,437.4,495.6,479.0,501.8,471.0,423.2,Train
9092,0,U,A,32761,986354,205451,986234,205264,32761,98678,0.422857,0.000451338,20720,20719,-73.9926,40.7303,7598,9092,WB,SB,44.0,0.0676368,110.0,71.0,36.0,2.0,3.0,3.0,3.0,24.0,16.0,62.0,24.0,14.0,10.0,25764.489199025,11911.5932103,13852.895988775,1311.9412102249998,21571.830516650003,745.0530329649999,2045.42509672,15331.4329082,851.4891805325001,391.0371508425,338571.07158075,87.92551320749999,9701.8862336425,14482.25755695,1521245.580585,326.018547655,1113287.39610925,1331247.80186,1002121.7814625,0.0,1188368.84289925,0.0,2307845.732375,899285.9522790001,751170.79762325,1156188.1050655,399024.48956925,0.0,0.0,0.0,0.0,0.0,0.0,1808893.8970425,463254.07696702506,0.0,0.0,0.0,0.0,0.0,677.2,441.2,254.4,169.2,166.2,275.0,534.8,781.4,946.8,950.4,934.2,957.4,959.2,967.0,962.8,1043.0,1080.4,1096.4,1219.6,1255.4,1304.2,1233.6,1181.0,1100.0,Train
9114,0,U,W,33823,986445,214013,986568,214237,33823,98703,0.254989,0.22894,21345,21346,-73.9919,40.7544,7618,9114,EB,NB,70.0,0.0780705,18.0,71.0,39.0,18.0,3.0,2.0,1.0,96.0,7.0,45.0,24.0,8.0,6.0,14475.937984525,7431.369055495,7044.568929055,2296.7581411625,8931.59137948,998.019963955,3669.393573165,9943.894045375,339.8152317,12.82321629,289573.00239235,0.0,4871.946439859999,8014.846654532501,658942.479284125,188.9267588125,622663.447876,601209.753675625,476804.36407975,308698.984971125,256611.08039875003,39924.973967125,490117.57464512496,137348.757288,303855.868202875,690280.856935,0.0,47573.42003718751,117529.051708875,0.0,3041.9518645,107556.15143925,138763.58548512502,531432.2813865,161623.818126875,0.0,0.0,0.0,0.0,0.0,885.1,655.4,492.9,400.2,408.2,589.0,954.6,1229.5,1296.1,1312.8,1087.7,1101.1,1112.6,1321.9,1327.9,1276.5,1359.4,1374.7,1203.6,1220.6,1269.1,1243.5,1213.7,1117.0,Train
9158,0,U,W,33828,986819,214690,986944,214915,33828,98757,0.102897,0.0940715,21348,21349,-73.9905,40.7563,7658,9158,EB,NB,70.0,0.0783707,9.0,78.0,45.0,20.0,3.0,2.0,1.0,102.0,6.0,44.0,23.0,9.0,6.0,10560.1771408425,6402.71989448,4157.4572463475,2268.10485247,5294.36374846,1112.666181415,3360.09902135,7168.729974355,381.577223825,11.39036489,196749.44483789,0.0,2980.6779824600003,5259.440032335,599139.27516325,182.9270765925,667866.261215375,583778.02636025,563593.7112151249,613569.056932875,0.0,38511.535592,474705.559066375,188236.458279875,193461.040914,235174.728197375,0.0,18784.8473975875,19518.1021374,0.0,49522.4589519875,83324.07866174998,94449.6175685,265065.89326075,105592.953920375,38238.16683462499,0.0,22839.8172985,0.0,9854.8013235625,540.4,407.5,300.4,253.2,255.4,436.8,668.6,733.1,754.1,725.2,697.9,711.0,715.7,726.0,760.2,740.3,706.4,680.8,726.3,750.9,743.9,743.3,688.9,672.3,Train
9160,0,U,W,37899,998281,225348,998421,225599,37899,98761,0.0126268,0.156064,23722,23723,-73.9491,40.7855,7660,9160,EB,NB,70.0,0.0874943,2.0,92.0,49.0,8.0,7.0,1.0,3.0,21.0,15.0,56.0,11.0,13.0,4.0,62248.303903865,28344.84287314,33903.46103074,10095.116358054998,40320.932059335,6232.489720555,11455.8740302075,37024.858022365,2394.9190334525,211.5396759775,1098207.08577175,0.0,16223.244918380002,27203.66338505,1228170.4726865026,470.786453405,1452374.02964875,1259983.8194132498,1219823.5147916677,637802.45355925,803165.8782161674,521137.89023983246,1119322.139772083,844214.8750451675,600956.0676620025,946555.8124600848,82917.6932281675,93459.9088106775,0.0,0.0,410972.63825169,0.0,275783.3196579576,612035.5492504151,627220.1615830024,0.0,85215.120045,0.0,14366.0987651675,0.0,451.8666666666667,305.6666666666667,218.13333333333333,188.46666666666667,238.13333333333333,340.3333333333333,638.2,978.3333333333334,968.4,888.6666666666666,868.8,945.5333333333332,983.0666666666668,1006.8666666666668,1097.5333333333333,1296.5333333333333,1441.0,1384.6666666666667,1228.8,1128.8,935.8666666666668,825.0666666666667,759.9333333333333,649.8,Train
9218,0,U,W,37916,998671,226050,998799,226281,37916,98825,0.0121736,0.310438,23731,23733,-73.9477,40.7874,7704,9218,EB,NB,70.0,0.0804019,4.0,100.0,47.0,7.0,9.0,1.0,2.0,15.0,18.0,64.0,9.0,15.0,8.0,39753.12681165,18664.726579775,21088.4002319,21660.955464125,20828.6696629,6081.426250869999,1621.5223368275,19957.639522650003,612.7345467499999,97.5783353125,610546.2090817499,0.0,6513.3538821825005,16479.258863824998,233295.44997975,194.0086902125,364409.1631795,466608.1196655,277720.85708225,0.0,196043.48549825,178704.67629849998,563543.5859465001,322962.7652555,199312.35973125004,639600.1584207499,0.0,116171.3131174,137889.667602,0.0,84769.7438281,80321.319718275,144342.7525128,186588.4318015,231293.65913,147291.62720475,0.0,172202.80222,275337.36274445,51275.98023175,319.3333333333333,219.6,164.73333333333332,135.26666666666668,179.46666666666667,274.8666666666667,495.6,679.8,744.2,611.3333333333334,619.1333333333333,637.8666666666667,660.8,695.2666666666667,809.0666666666667,968.8666666666668,1076.5333333333333,1034.2666666666669,834.8666666666667,777.6,682.8666666666667,590.3333333333334,526.4,463.4666666666666,Train
9229,0,U,T,38801,998886,240181,998751,239936,38801,98833,0.0114358,0.2742,24337,24255,-73.9474,40.8256,7712,9229,WB,SB,60.0,0.0852012,17.0,76.0,16.0,13.0,13.0,1.0,2.0,8.0,14.0,78.0,9.0,9.0,11.0,19528.88854065,10114.8805072675,9414.008033405,9846.833489995,6211.758262475,5361.50276324,794.7027645225,10200.81501956,569.87399986,220.75870687250003,359851.895848875,0.0,2850.6215325225,6897.7078694525,120867.530877625,86.6224566825,131547.138233075,117703.187164775,177065.426064875,38129.0681512625,154162.41634955,49634.84236400001,109846.38617541252,76034.0958775375,128454.6440815875,221299.224691,2730.9304816125,23168.70187435,19592.63422525,0.0,53080.49093475001,32651.17457595,54343.8301518025,49751.2918050125,79589.625126475,74222.8993707375,15524.9500424125,53212.56763495,91337.2003977625,8705.199902237498,165.0,128.0,97.75,80.15,95.65,133.7,280.7,468.2,465.6,373.4,325.55,336.1,319.15,315.35,345.65,353.55,374.6,356.95,344.8,323.0,292.8,266.95,228.55,202.8,Train
9231,0,U,T,37629,996078,221372,996699,221027,37629,98836,0.00919898,0.229926,23575,23578,-73.9562,40.7738,7714,9231,EB,SB,54.0,0.21631,13.0,16.0,31.0,11.0,2.0,1.0,2.0,38.0,8.0,52.0,9.0,13.0,0.0,59381.92439817501,25653.170282942498,33728.754115235,2840.9533337024995,50505.91410433251,1285.702632585,5891.290097185,37208.684538135,2559.2979610875,625.6144093475,967305.2912475849,29.2893846125,20220.58425225,32726.930136157494,684179.3068840851,210.0556664575,768184.7352056676,646911.841085915,731935.5741130825,40084.3057339175,251134.6765738325,0.0,1156461.7521850849,386240.6583525,395506.125450665,526841.7714280825,0.0,0.0,0.0,0.0,9672.819268,38327.90564425,90365.14199114247,743309.5648050025,345560.4532449175,0.0,0.0,0.0,0.0,0.0,193.2,110.4,53.0,41.2,50.0,105.0,308.6,500.8,547.4,522.2,517.6,522.8,513.4,515.6,532.2,530.2,509.4,549.6,548.8,537.2,496.4,504.8,483.4,396.2,Train
9232,0,U,T,37629,996699,221027,996078,221372,37629,98836,0.00919898,0.229926,23578,23575,-73.9562,40.7738,7714,9232,WB,NB,54.0,0.21631,13.0,16.0,31.0,11.0,2.0,1.0,2.0,38.0,8.0,52.0,9.0,13.0,0.0,59381.92439817501,25653.170282942498,33728.754115235,2840.9533337024995,50505.91410433251,1285.702632585,5891.290097185,37208.684538135,2559.2979610875,625.6144093475,967305.2912475849,29.2893846125,20220.58425225,32726.930136157494,684179.3068840851,210.0556664575,768184.7352056676,646911.841085915,731935.5741130825,40084.3057339175,251134.6765738325,0.0,1156461.7521850849,386240.6583525,395506.125450665,526841.7714280825,0.0,0.0,0.0,0.0,9672.819268,38327.90564425,90365.14199114247,743309.5648050025,345560.4532449175,0.0,0.0,0.0,0.0,0.0,146.4,80.2,45.8,43.8,72.0,158.4,291.8,428.0,451.0,431.4,432.6,439.0,404.2,406.6,410.6,440.2,451.2,492.6,509.0,473.8,427.8,367.8,352.8,281.6,Train
9287,0,U,A,166655,998577,243075,999214,242696,166655,98898,0.0334591,0.162554,24364,78285,-73.9471,40.8333,7754,9287,EB,SB,28.0,0.225961,6.0,48.0,12.0,12.0,4.0,0.0,0.0,7.0,10.0,64.0,8.0,5.0,8.0,17449.468161987497,8953.12267058,8496.34549142,9282.34822891,4851.31190114,4922.188733575,708.8056551249999,9358.025666125,672.0728013624998,295.508172445,367539.78415387496,0.0,2699.98622764,6696.481286292501,105821.7564656875,80.2795102125,142829.49461123752,92777.0089155375,37224.284659775,0.0,29997.43144775,55350.8179276,70466.234887405,98468.492029875,92746.8693650375,153722.295946925,0.0,30979.5019452625,0.0,0.0,45285.102161975,47889.721859425,53953.0296556875,46539.267585925,78292.7077378625,42857.7390827875,49187.136281562496,68840.07485998751,58778.43849648751,36020.8217592125,17.266666666666666,11.4,8.933333333333334,5.733333333333333,7.866666666666666,11.4,24.0,42.4,48.93333333333333,46.06666666666667,43.53333333333333,45.8,42.0,43.86666666666667,44.93333333333333,45.0,47.93333333333333,41.53333333333333,45.66666666666666,39.46666666666667,39.2,37.73333333333333,29.266666666666666,26.8,Train
9291,0,U,W,36674,996576,219260,996704,219491,36674,98905,0.0555078,0.244036,23004,23005,-73.9553,40.7688,7757,9291,EB,NB,70.0,0.0807273,52.0,18.0,32.0,11.0,3.0,2.0,5.0,28.0,3.0,45.0,5.0,15.0,1.0,35682.146930165,16251.5840618575,19430.562868325,2403.0672123475,29040.879168875,996.0013019825,3555.7023256175,21648.7260916,2038.814382975,587.6072600625,574568.1075956675,0.0,11315.5213715275,19841.346478697506,350378.636492835,121.54433495,446539.8528183325,477114.2410235851,483048.1067173325,0.0,86113.633538165,11766.446675,734767.1574563326,222106.1297246675,235063.906718335,301644.8538373325,43948.337089915,103638.9839304175,0.0,0.0,38858.6648072675,0.0,18965.233090235,406256.49787266494,252468.1489765,0.0,0.0,0.0,0.0,0.0,552.9333333333333,368.2,274.6666666666667,238.26666666666668,363.4,609.5333333333333,1095.2666666666669,1507.1333333333334,1551.7333333333331,1280.3333333333333,1262.0,1192.2,1166.4666666666667,1158.0666666666666,1322.9333333333334,1422.9333333333334,1445.4,1519.0,1653.8,1507.3333333333333,1321.2,1145.2,1021.9333333333332,844.4,Train
