,FeatureTyp,SegmentTyp,TrafDir,SegmentID,XFrom,YFrom,XTo,YTo,SegmentID_,SpatialJoi,D_Busstop,D_Subway,NodeIDFrom,NodeIDTo,X,Y,SVIID,ID,SegDir1,SegDir2,StreetWidt,Length,Commercial,CulturalFa,EducationF,Government,HealthServ,Miscellane,PublicSafe,Recreation,ReligiousI,Residentia,SocialServ,Transporta,Water,Avg_B01001,Avg_B010_1,Avg_B010_2,Avg_B010_3,Avg_B02001,Avg_B020_1,Avg_B020_2,Avg_B08006,Avg_B080_1,Avg_B080_2,Avg_B08013,Avg_B08124,Avg_B15003,Avg_B19001,Avg_B19013,Avg_B23013,Avg_B24011,Avg_B240_1,Avg_B240_2,Avg_B240_3,Avg_B240_4,Avg_B240_5,Avg_B240_6,Avg_B240_7,Avg_B240_8,Avg_B240_9,Avg_B24_10,Avg_B24_11,Avg_B24_12,Avg_B24_13,Avg_B24_14,Avg_B24_15,Avg_B24_16,Avg_B24_17,Avg_B24_18,Avg_B24_20,Avg_B24_21,Avg_B24_22,Avg_B24_23,Avg_B24_24,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Masks
2925,0,U,A,31926,982317,205051,982747,204995,31926,91297,0.171631,0.121011,20278,9054986,-74.0062,40.7294,2364,2925,EB,SB,32.0,0.131992,75.0,20.0,15.0,6.0,2.0,0.0,4.0,17.0,10.0,33.0,12.0,5.0,5.0,31518.20372505,15203.404518,16314.799207025,1522.41782505,27725.513704725003,396.1847556400001,1682.67233295,23333.35311785,1221.1987037175,249.2847900675,505981.3511237501,0.0,12726.878835725,20113.424579475,598885.9344025,193.7892475175,555140.90526,546242.32855725,508913.41508325,121386.854382,0.0,93836.433565675,1305980.7575875,353008.036467,451201.0185065,612460.0847567499,0.0,0.0,0.0,0.0,317907.8477225,0.0,364111.59649075,578395.61496175,174555.738892,0.0,0.0,154476.4425875,0.0,0.0,117.4,63.0,38.2,34.2,36.8,73.0,147.2,247.0,309.2,389.0,380.8,385.2,375.4,353.4,347.6,341.6,302.4,247.2,279.6,290.8,298.0,254.2,233.6,200.6,Train
2926,0,U,A,31805,982682,201613,982604,201481,31805,91301,0.120117,0.0902031,20210,20209,-74.0058,40.7199,2365,2926,WB,SB,50.0,0.0469418,25.0,16.0,38.0,14.0,5.0,0.0,4.0,25.0,4.0,66.0,9.0,5.0,4.0,15299.5820602,7596.377855045,7703.204205155,795.3441271849999,12265.274704675,392.9160959475,1800.68251794,9085.361570612502,388.525971975,102.436226135,212774.6754235,0.0,5290.8310797375,7210.04694506,602906.70108525,117.874828785,413807.232583,731690.256266,564365.07100275,0.0,317961.3142275,37106.791229,731690.256266,160317.084021275,99628.010161475,304101.69283175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524661.5214415,294364.39785075,182922.5640665,0.0,0.0,0.0,0.0,45.8,32.2,25.0,27.6,22.4,70.7,106.1,104.3,109.8,128.4,127.5,121.3,138.9,131.0,116.2,132.8,128.4,140.7,130.9,125.8,108.8,101.9,87.5,73.2,Train
2930,0,U,W,31808,982682,201613,982812,201533,31808,91306,0.120117,0.0924649,20210,20215,-74.0054,40.7199,2369,2930,EB,SB,34.0,0.0465066,25.0,16.0,37.0,14.0,5.0,0.0,4.0,23.0,4.0,61.0,10.0,5.0,4.0,15299.5820602,7596.377855045,7703.204205155,795.3441271849999,12265.274704675,392.9160959475,1800.68251794,9085.361570612502,388.525971975,102.436226135,212774.6754235,0.0,5290.8310797375,7210.04694506,602906.70108525,117.874828785,413807.232583,731690.256266,564365.07100275,0.0,317961.3142275,37106.791229,731690.256266,160317.084021275,99628.010161475,304101.69283175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524661.5214415,294364.39785075,182922.5640665,0.0,0.0,0.0,0.0,159.8,104.9,65.9,71.7,106.8,340.1,432.5,402.3,374.4,404.8,366.9,326.6,309.4,321.1,317.2,379.6,349.2,342.5,380.3,366.0,327.4,281.3,306.1,211.2,Train
2931,0,U,A,32031,982756,208664,982727,208425,32031,91307,0.141423,0.240973,20334,20333,-74.0054,40.7391,2370,2931,WB,SB,50.0,0.0736075,28.0,38.0,14.0,3.0,0.0,2.0,1.0,17.0,7.0,37.0,8.0,7.0,5.0,19475.89933606,10362.414241630002,9113.4850944325,1365.8147478925,17399.42196744,206.404627025,1116.180183905,13060.7937900475,536.7819246425,257.9165588675,287694.9942100625,0.0,8425.436329752501,11576.1086938775,443590.575966875,127.6483609125,481241.742312,405820.299258375,359606.16620325,46058.445808,81259.51230143751,103863.8054379375,597197.538849375,256797.9408606125,249580.0086501,598776.102522125,0.0,0.0,0.0,0.0,83296.3753711875,0.0,22668.795901125,625100.5915235,225393.90036356248,0.0,0.0,211350.05957025,0.0,0.0,234.0,157.75,121.875,105.25,131.125,175.75,292.5,384.5,552.375,561.75,524.75,573.0,549.625,522.875,513.75,515.375,545.625,531.5,560.875,563.25,503.125,482.25,414.625,377.375,Train
2939,0,U,A,32166,982951,205352,983057,205398,32166,91315,0.204945,0.236934,20290,20405,-74.0045,40.7304,2377,2939,EB,NB,20.0,0.0354101,88.0,23.0,19.0,6.0,2.0,0.0,4.0,17.0,10.0,37.0,14.0,6.0,5.0,31518.20372505,15203.404518,16314.799207025,1522.41782505,27725.513704725003,396.1847556400001,1682.67233295,23333.35311785,1221.1987037175,249.2847900675,505981.3511237501,0.0,12726.878835725,20113.424579475,598885.9344025,193.7892475175,555140.90526,546242.32855725,508913.41508325,121386.854382,0.0,93836.433565675,1305980.7575875,353008.036467,451201.0185065,612460.0847567499,0.0,0.0,0.0,0.0,317907.8477225,0.0,364111.59649075,578395.61496175,174555.738892,0.0,0.0,154476.4425875,0.0,0.0,15.2,15.0,13.8,6.8,3.6,1.2,3.6,8.0,6.6,11.6,8.4,10.8,11.8,12.4,14.6,19.8,26.2,16.0,13.2,10.8,16.8,15.8,16.4,15.4,Train
2950,0,U,A,31950,983014,205497,982951,205352,31950,91327,0.196324,0.236934,20406,20290,-74.0046,40.7305,2387,2950,WB,SB,60.0,0.0481179,88.0,23.0,20.0,6.0,2.0,0.0,4.0,18.0,11.0,37.0,14.0,6.0,5.0,31518.20372505,15203.404518,16314.799207025,1522.41782505,27725.513704725003,396.1847556400001,1682.67233295,23333.35311785,1221.1987037175,249.2847900675,505981.3511237501,0.0,12726.878835725,20113.424579475,598885.9344025,193.7892475175,555140.90526,546242.32855725,508913.41508325,121386.854382,0.0,93836.433565675,1305980.7575875,353008.036467,451201.0185065,612460.0847567499,0.0,0.0,0.0,0.0,317907.8477225,0.0,364111.59649075,578395.61496175,174555.738892,0.0,0.0,154476.4425875,0.0,0.0,688.8,502.2,377.0,288.4,306.6,441.6,689.8,1091.0,1325.8,1164.2,1105.0,1109.4,1159.0,1128.8,1109.0,842.6,711.2,727.2,768.6,862.6,825.4,854.2,879.0,882.6,Train
2959,0,U,A,32250,983781,207252,983704,207082,32250,91335,0.282339,0.199299,20450,20449,-74.0018,40.7353,2395,2959,WB,SB,60.0,0.056708,95.0,46.0,25.0,1.0,3.0,2.0,3.0,18.0,12.0,47.0,13.0,9.0,6.0,35347.650745787505,17674.013726475,17673.637019362497,2333.4358268125,30593.1150686375,755.6490376975,2615.1501973575,24071.6094927,932.4303088875,211.3661983775,560561.5786627501,0.0,13745.6732327375,21000.33267285,758280.2753455,217.0044978775,736491.492377,702455.360509,729305.407963,378793.9853825,87601.061831125,246615.220738375,1205726.970416,391394.37110875,520098.02109737496,538212.2426665,0.0,0.0,0.0,0.0,196891.2484765,0.0,189599.2678698125,740702.270800875,458125.419506125,0.0,0.0,0.0,0.0,0.0,1185.5,904.25,682.625,549.875,515.75,632.25,1016.5,1195.878787878788,1238.9714285714283,1215.5,1172.0,1149.5,1183.625,1309.75,1346.125,1385.875,1443.875,1439.875,1474.25,1540.625,1618.125,1582.875,1531.5,1550.75,Train
2968,0,U,A,32299,983026,209711,983819,209272,32299,91346,0.114722,0.0236803,20470,20473,-74.003,40.7417,2404,2968,EB,SB,38.0,0.276101,50.0,48.0,19.0,4.0,1.0,2.0,1.0,18.0,7.0,46.0,8.0,7.0,5.0,22466.926204100004,10807.8389489975,11659.0872551,8038.769838535,13421.87464115,3483.9454282375,1501.52736627,12717.046785625,683.295436275,71.7747307,315658.088151,0.0,7872.2524633075,11819.862651875,404836.7555525,181.73361813750003,654816.65862775,508782.35604875,570156.92827125,0.0,178731.99889775002,0.0,993922.11580475,277281.5751395,189973.35722,0.0,0.0,175805.0253795,0.0,0.0,37889.88033725,0.0,177622.361561,471423.60871875,228496.290682,0.0,0.0,0.0,0.0,0.0,210.5,180.0,147.5,119.375,95.375,96.625,169.625,235.875,262.625,283.0,287.25,272.125,267.75,267.375,247.375,309.375,335.125,318.44444444444446,350.1111111111111,315.77777777777777,302.0,270.22222222222223,255.77777777777777,249.11111111111111,Train
2973,0,U,W,32257,983814,207103,983704,207082,32257,91350,0.265132,0.199299,20453,20449,-74.0018,40.7351,2407,2973,WB,SB,20.0,0.0341364,96.0,41.0,26.0,1.0,3.0,2.0,3.0,18.0,12.0,47.0,13.0,10.0,6.0,35555.481615,18820.554392675,16734.927222375,3251.70298491,32147.99937085,462.8005178525,1702.9849120975002,24883.846144525,1005.7592953325,0.0,564737.6253797499,0.0,15776.0529468,22414.064296,641807.523382,214.612397005,709178.2719695,630136.1782962501,779608.64620275,0.0,0.0,226545.39074875,1445575.56655,317243.70530775003,559944.76642175,567875.8968652501,0.0,0.0,0.0,0.0,243918.55920825,0.0,0.0,679044.8160292499,464813.54886325,0.0,0.0,0.0,0.0,0.0,34.6,30.2,15.6,14.2,14.8,15.0,22.4,31.4,40.2,42.6,37.2,39.8,49.0,41.8,43.4,67.0,73.6,66.0,71.2,74.0,81.2,81.8,71.2,55.6,Train
2994,0,U,A,32460,983819,209272,984607,208835,32460,91373,0.165503,0.02368,20473,20560,-74.0001,40.7405,2423,2994,EB,SB,34.0,0.274554,57.0,54.0,25.0,3.0,1.0,2.0,2.0,22.0,7.0,50.0,10.0,7.0,7.0,33793.0569174875,17266.0289951725,16527.027922325,6838.437729,25858.4087069375,2426.1183209575,2700.6503760025,21948.294196862505,1254.5589943475,126.96335284250002,517941.347222375,0.0,12239.1009024925,19058.5788116625,574378.4477685001,195.066344365,683600.77932975,591477.750411875,672951.0151241249,229489.974470125,89365.99944887501,0.0,1031220.6890093748,303213.6627025,307702.17730475,196410.74553225,0.0,87902.51268975,0.0,0.0,18944.940168625,0.0,156329.3242646125,489765.044369875,186366.70189425,0.0,0.0,0.0,0.0,0.0,150.125,120.75,90.5,68.625,60.75,91.0,169.0,244.25,305.5,329.625,333.625,292.75,305.5,294.25,303.0,348.125,372.75,383.5151515151515,392.22222222222223,357.0,334.1111111111111,285.1111111111111,237.44444444444449,238.44444444444449,Train
3005,0,U,A,32450,984071,207869,984858,207434,32450,91383,0.134175,0.0762058,20549,20555,-73.9992,40.7366,2433,3005,EB,SB,32.0,0.274057,104.0,60.0,32.0,2.0,3.0,3.0,2.0,22.0,11.0,56.0,16.0,11.0,6.0,35139.819876575,16527.473060275,18612.34681635,1415.1686687125002,29038.230766425,1048.497557545,3527.315482615,23259.372840875,859.10132244,422.7323967575,556385.53194575,0.0,11715.293518675,19586.6010497,874753.027309,219.3965987475,763804.7127845,774774.5427217501,679002.16972325,757587.970765,175202.12366225,266685.050728,965878.374282,465545.03690975,480251.275773,508548.58846775,0.0,0.0,0.0,0.0,149863.93774475,0.0,379198.535739625,802359.7255724999,451437.290149,0.0,0.0,0.0,0.0,0.0,109.6923076923077,68.84615384615384,47.76923076923077,35.92307692307692,40.32,82.5,160.0,224.75,288.5,330.5,345.1666666666667,334.5,327.75,298.4166666666667,309.6666666666667,334.0833333333333,313.1666666666667,330.8333333333333,326.3333333333333,314.1666666666667,278.5,268.6666666666667,243.58333333333331,195.41666666666663,Train
3022,0,U,A,32612,985500,206487,985382,206273,32612,91401,0.299804,0.37695,20642,20641,-73.9957,40.7331,2448,3022,WB,SB,48.0,0.0745829,110.0,41.0,30.0,1.0,3.0,1.0,2.0,22.0,10.0,62.0,21.0,14.0,6.0,36337.0298452,16305.9948593,20031.0349859,1683.63395553,31239.82804485,467.2084226575,2977.226044695,21408.80877285,1043.85305243,345.1449608825,474700.59376175,0.0,11422.053359975002,19840.223137625,769986.1380805,205.122736915,724742.6846102499,606757.8260917501,543611.73156125,0.0,350613.9651825,335212.92357425,1326668.4812475,361978.4943825,519531.5569125,541821.46745525,0.0,47047.747858975,0.0,0.0,157393.11730450002,0.0,57959.098919075,699448.89048525,194216.9979685,0.0,0.0,0.0,50859.77574,0.0,583.6,424.1,239.3,159.9,144.4,181.7,337.4,510.8,631.5,696.0,711.9,687.5348837209302,750.9,733.8,701.9,713.5,747.8,755.8,895.5,980.8,915.7,818.2,772.9,688.6,Train
3025,0,U,T,32498,985199,202019,985428,201917,32498,91403,0.168856,0.134119,20588,20579,-73.9962,40.721,2450,3025,EB,SB,42.0,0.0761294,40.0,60.0,33.0,3.0,3.0,1.0,2.0,36.0,17.0,65.0,21.0,12.0,6.0,43035.9794224,21117.390576975,21918.588845425,2356.5423785525,15443.652104825,797.2772328975001,24490.788180425,25995.158828075,1010.3201656249998,460.0681737375,699944.05989225,0.0,11197.1705807,18022.3864991,420613.406805,177.361509025,511113.521822,431903.3752275,644528.0641585,324281.40488075,135541.05062825,223499.027583,636926.4831972499,152232.89905675,333503.68054524995,229489.06292475,66461.55293925,107343.576821,0.0,0.0,81494.80332082501,131190.008155575,59259.917605975,359419.11165,217459.325791,0.0,22382.57805475,166774.71298024998,106605.115121575,38925.427131475,243.8,202.8,138.6,137.2,187.4,350.4,407.6,340.0,304.4,348.2,395.2,404.8,390.0,363.4,390.2,395.4,321.4,327.4,413.4,463.2,433.8,411.0,398.8,327.2,Train
3031,0,U,T,34604,990477,203734,990600,203948,34604,91411,0.0119157,0.633348,21791,21792,-73.9773,40.7262,2456,3031,EB,NB,58.0,0.0753491,8.0,106.0,71.0,7.0,6.0,2.0,6.0,2.0,15.0,49.0,9.0,7.0,27.0,38283.602816625,16687.724304675,21595.87851195,15452.857212875,16611.481132549998,6645.409344145,4812.8502420725,17804.1421826,1241.6745178975,0.0,594764.81704375,0.0,9470.4911694075,18423.61795635,215897.51828475,197.95995055,512851.058963,330038.9929365,425136.0123732501,552025.07311,334604.05286924995,166716.58779125,856959.640135,307266.79119725,371690.91018,341932.9277925,0.0,94052.76027515,56155.819260250006,0.0,293868.41517675,163589.2562479,107580.477391225,301770.47537625,221088.861417,49864.3960725,0.0,81034.23863025,33371.364153725,46372.1864908,120.6,73.4,59.4,35.0,40.4,63.0,143.2,221.4,280.6,235.4,230.6,226.0,199.4,201.0,208.8,262.4,255.8,224.4,254.6,260.6,241.8,190.0,183.2,170.2,Train
3032,0,U,T,34604,990600,203948,990477,203734,34604,91411,0.0119157,0.633348,21792,21791,-73.9773,40.7262,2456,3032,WB,SB,58.0,0.0753491,8.0,106.0,71.0,7.0,6.0,2.0,6.0,2.0,15.0,49.0,9.0,7.0,27.0,38283.602816625,16687.724304675,21595.87851195,15452.857212875,16611.481132549998,6645.409344145,4812.8502420725,17804.1421826,1241.6745178975,0.0,594764.81704375,0.0,9470.4911694075,18423.61795635,215897.51828475,197.95995055,512851.058963,330038.9929365,425136.0123732501,552025.07311,334604.05286924995,166716.58779125,856959.640135,307266.79119725,371690.91018,341932.9277925,0.0,94052.76027515,56155.819260250006,0.0,293868.41517675,163589.2562479,107580.477391225,301770.47537625,221088.861417,49864.3960725,0.0,81034.23863025,33371.364153725,46372.1864908,80.4,53.6,36.0,29.8,54.4,100.6,161.8,188.8,236.6,233.6,218.8,214.6,207.8,218.2,211.0,219.4,223.8,237.0,211.4,192.6,183.2,175.8,153.2,127.4,Train
3041,0,U,T,9000852,990655,202503,990547,202310,9000852,91418,0.00961381,0.947306,21784,9001393,-73.9771,40.7222,2462,3041,WB,SB,46.0,0.0672981,3.0,26.0,8.0,1.0,0.0,0.0,1.0,2.0,6.0,12.0,4.0,2.0,0.0,26862.8485473,11887.821271065,14975.027276225,13126.90427685,9215.6534318625,4343.5464181625,4659.1795574,11002.811847985,1032.9538938925,208.9874099475,381567.364927625,0.0,4318.902203255,11074.148133505,271210.281035125,264.1071130025,429858.44380975,319141.0600595,242636.45021987503,189066.53716325,0.0,152100.267808375,1003892.1788666252,218619.36017525,384000.81096887495,283494.89844025,40004.485900625004,108656.19112980002,13261.9335005625,0.0,86874.15872233751,236771.97183371248,154519.4966054125,227339.47167507495,189058.50175986253,340219.10303075,11365.228023825,324798.939251775,79398.32714112499,55989.853459875,67.0,41.8,29.8,13.4,32.0,51.2,108.0,176.6,205.8,147.2,162.2,143.6,157.0,154.0,170.6,214.4,192.4,180.6,187.6,166.0,153.2,132.0,113.4,98.2,Train
3051,0,U,W,35887,991452,210009,991591,210258,35887,91429,0.0237808,0.757446,22544,22545,-73.9738,40.7434,2470,3051,EB,NB,70.0,0.0869518,32.0,15.0,55.0,6.0,2.0,1.0,1.0,123.0,15.0,49.0,6.0,8.0,2.0,4271.6244826975,2302.983310505,1968.641172195,376.9277010275,2735.6309401025,434.52850692,913.53968879,2527.548289235,186.5881971275,71.9509474175,63151.890392462505,0.0,1184.8121735925,1688.612007775,164232.90003546252,40.83313765,119917.64157616252,123342.3645309875,133319.18695837498,58516.2400468875,19122.8001868875,23178.1472038125,137615.2534059125,76499.2769185625,123750.799830425,124944.0592144125,0.0,1934.1916281625,0.0,0.0,2433.09712921,1859.5666995425,78810.7701179575,76705.72384038751,46233.899764375,44939.456471,14669.6386855625,0.0,6032.8306425125,2667.78712212,685.4,420.7,285.4,242.2,264.5,411.35,734.95,1103.15,1178.95,1123.35,1126.9,1132.25,1133.9,1183.0,1255.85,1303.15,1258.8,1212.5,1190.25,1216.45,1213.55,1181.25,1129.5,1048.05,Train
3085,0,U,W,35765,990811,211298,991195,211094,35765,91469,0.139704,0.489867,22480,22556,-73.9756,40.7464,2498,3085,EB,SB,30.0,0.132496,37.0,14.0,55.0,8.0,2.0,1.0,1.0,189.0,14.0,62.0,15.0,5.0,1.0,49292.560474675,23896.86202255,25395.69845215,5382.569546575,32148.914470525,2451.1046875275,10979.2585830825,32505.310726825,629.68034214,156.3635748925,853259.1240257501,0.0,19266.528052475,26445.165689025,691591.8657130001,174.5355579225,639359.38829425,502201.768176,702513.3683815,0.0,385115.0328785,0.0,1129564.83030875,282008.04638525,557045.9399,366638.77478575,0.0,0.0,0.0,0.0,208891.8752925,0.0,151361.34917835,403412.388503,402284.03513825,0.0,0.0,129693.020268,0.0,0.0,286.3,165.45,106.6,82.15,153.9,282.9,369.7,297.4,321.5,327.15,498.05,649.65,674.45,694.65,694.45,648.1,568.7,576.8,681.8,578.9,558.8,490.05,415.7,389.85,Train
3087,0,U,T,9009658,990062,199292,990336,199184,9009658,91471,0.0127203,0.874176,9001271,9001345,-73.9785,40.7135,2500,3087,EB,SB,56.0,0.0897214,1.0,28.0,28.0,3.0,6.0,2.0,1.0,10.0,4.0,31.0,1.0,3.0,4.0,7563.86104002,3557.994999105,4005.8660409125,2509.5916889025,3723.838089165,1111.0273628575,1482.7742381125,2961.892682605,229.9728845325,59.01345696,98932.36205255,0.0,1483.4925262224997,3583.0857837775,143226.9093630875,97.47054365,208113.9033697375,247973.06744442505,214463.26288142495,0.0,33519.3980995,90348.2626935,258041.57330037505,121258.4077428625,201365.16839225,191170.4883725,23352.0016243125,16703.326452575,8171.8046766625,21088.118845375,79036.5872690375,10025.8874488175,30538.803209525,105685.713185775,93689.751174825,0.0,23791.067041875,0.0,15422.4899326625,0.0,33.0,25.4,12.8,14.4,13.4,27.4,47.4,90.8,128.0,125.8,113.4,115.4,104.6,99.4,93.4,98.0,99.8,79.0,97.6,93.2,76.0,72.6,58.2,53.0,Train
3088,0,U,T,9009658,990336,199184,990062,199292,9009658,91471,0.0127203,0.874176,9001345,9001271,-73.9785,40.7135,2500,3088,WB,NB,56.0,0.0897214,1.0,28.0,28.0,3.0,6.0,2.0,1.0,10.0,4.0,31.0,1.0,3.0,4.0,7563.86104002,3557.994999105,4005.8660409125,2509.5916889025,3723.838089165,1111.0273628575,1482.7742381125,2961.892682605,229.9728845325,59.01345696,98932.36205255,0.0,1483.4925262224997,3583.0857837775,143226.9093630875,97.47054365,208113.9033697375,247973.06744442505,214463.26288142495,0.0,33519.3980995,90348.2626935,258041.57330037505,121258.4077428625,201365.16839225,191170.4883725,23352.0016243125,16703.326452575,8171.8046766625,21088.118845375,79036.5872690375,10025.8874488175,30538.803209525,105685.713185775,93689.751174825,0.0,23791.067041875,0.0,15422.4899326625,0.0,371.4,202.6,140.2,108.8,125.8,290.6,456.0,491.8,455.0,456.2,477.8,466.6,455.6,470.8,436.8,420.8,486.6,510.0,512.4,476.6,463.6,449.0,442.0,461.6,Train
3101,0,U,A,35746,991068,210862,990933,210621,35746,91485,0.0335959,0.542804,22540,22470,-73.9756,40.7451,2509,3101,WB,SB,70.0,0.0844341,37.0,17.0,54.0,8.0,3.0,1.0,1.0,153.0,15.0,56.0,13.0,7.0,2.0,49292.560474675,23896.86202255,25395.69845215,5382.569546575,32148.914470525,2451.1046875275,10979.2585830825,32505.310726825,629.68034214,156.3635748925,853259.1240257501,0.0,19266.528052475,26445.165689025,691591.8657130001,174.5355579225,639359.38829425,502201.768176,702513.3683815,0.0,385115.0328785,0.0,1129564.83030875,282008.04638525,557045.9399,366638.77478575,0.0,0.0,0.0,0.0,208891.8752925,0.0,151361.34917835,403412.388503,402284.03513825,0.0,0.0,129693.020268,0.0,0.0,903.6,659.4,488.9,428.8,461.4,864.0,1557.9,2126.3,2301.6,2392.4,2105.9,1996.3,2007.8,1894.9,1953.7,2104.6,2075.2,2228.7,2251.6,2166.9,2135.4,1980.1,1807.5,1432.1,Train
3118,0,U,A,34095,989013,216792,988887,216564,34095,91501,0.0293191,0.0774391,21530,21476,-73.983,40.7614,2521,3118,WB,SB,60.0,0.0793457,11.0,84.0,59.0,17.0,3.0,1.0,0.0,119.0,5.0,55.0,26.0,9.0,4.0,14901.9045209625,8007.7616936674995,6894.142827309999,1881.6807208825005,9920.50583468,337.30802133,3959.537180905,10814.2115576725,463.558063575,195.1620028725,248368.496833125,0.0,5086.430529834999,9313.2114950675,699827.199653,189.9485699925,782598.65500325,596697.41141625,768179.0516845,147268.77002775,254225.751080375,41658.06632065,956096.47196975,168991.389287875,425821.463472375,568497.0369928749,0.0,29097.562796462506,0.0,0.0,259984.29517275,0.0,47257.4281875,588750.995341375,411992.010468875,13613.079582375,0.0,0.0,0.0,0.0,586.2,414.2,281.8,220.26666666666668,223.33333333333331,295.0,482.6,671.8,812.8,889.2,759.8666666666667,745.0666666666667,741.6666666666666,760.2666666666667,786.8666666666667,816.4666666666667,857.4666666666667,840.4666666666667,889.2666666666667,888.0666666666667,838.0666666666667,750.8666666666667,722.5333333333333,723.6666666666666,Train
3159,0,U,A,33933,987716,213309,987673,213039,33933,91562,0.144149,0.18131,21400,21399,-73.9876,40.7518,2556,3159,WB,SB,60.0,0.0831599,27.0,65.0,45.0,5.0,3.0,3.0,1.0,131.0,2.0,45.0,29.0,10.0,3.0,967.343617525,505.0102709125,462.33334661,28.45128287,624.5056589625,68.28307888500001,233.30051952,648.6892493949999,0.0,0.0,13784.6465497,0.0,207.6943649375,477.9815521875,703628.676617,183.6530309175,637524.9660005,556579.643676,363049.74991325,0.0,0.0,79849.94793425,0.0,0.0,221288.3878935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642555.1528119999,0.0,0.0,0.0,0.0,0.0,0.0,69.2,53.4,29.2,27.8,28.2,47.8,99.2,154.8,234.0,285.2,293.6,311.2,317.4,274.8,292.8,224.8,226.0,250.8,275.8,255.4,209.0,174.8,174.0,120.4,Train
3167,0,U,A,33945,987866,214721,987728,214480,33945,91570,0.314414,0.0100847,21407,21405,-73.9872,40.7557,2563,3167,WB,SB,60.0,0.0847702,16.0,79.0,58.0,16.0,4.0,1.0,1.0,125.0,5.0,49.0,31.0,8.0,6.0,3265.1851509875,2256.463239575,1008.7219114125,749.6707280925001,1255.6102805375,1464.2516259975,274.153743125,1180.7054290525,19.0045554625,0.0,21764.2794870175,0.0,617.029972705,2871.5128835999994,317349.07779602497,224.96053332,414959.76954,199885.71086987504,262047.32680162505,0.0,0.0,0.0,0.0,22054.434677875,48925.141331375,0.0,0.0,0.0,0.0,0.0,90904.419755625,28410.402671375,47191.126702625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.6,917.68,689.04,543.16,481.2,720.96,1171.32,1328.8,1245.4,1215.68,1182.52,1138.28,1143.76,1145.32,1187.24,1190.4,1158.24,1188.4,1202.92,1230.48,1257.4,1203.64,1167.52,1258.84,Train
3177,0,U,W,32941,987058,206520,987048,206851,32941,91582,0.0123861,0.0267624,20812,20813,-73.9899,40.734,2571,3177,WB,NB,46.0,0.100838,117.0,44.0,51.0,0.0,7.0,3.0,3.0,29.0,9.0,60.0,17.0,14.0,9.0,47793.099279125,22650.500130450004,25142.59914865,3532.217953425,35713.96197935,2260.10106214,8404.25931399,23627.3219121125,1266.34094942,433.79103522,510426.651769125,0.0,10665.5120911775,16693.857982775,1385258.490445,303.02139486500005,1323078.168556375,1472431.54874225,1149402.589842875,489206.2732625,1214130.2240175,97229.35334575,909321.8374705,162593.66370461253,811303.7855153751,1527769.88639,0.0,69823.195390225,26935.4111105,0.0,191076.0545665875,0.0,34606.0786991125,542066.599415125,261830.536740775,0.0,0.0,0.0,0.0,0.0,508.4,383.2,275.6,193.4,166.2,197.6,403.0,699.8,845.6,852.8,858.2,830.2,819.4,777.2,807.6,840.0,883.8,912.8,909.2,891.8,841.0,818.2,849.2,739.8,Train
3192,0,U,T,33004,987139,209443,986244,209939,33004,91602,0.0361035,0.00587519,20846,20752,-73.9912,40.7422,2583,3192,WB,NB,58.0,0.311764,53.0,51.0,38.0,2.0,5.0,5.0,3.0,57.0,7.0,63.0,16.0,14.0,7.0,25730.720064665,13781.14891383,11949.5711508325,1767.177753155,18666.309111045,1222.07859282,4629.074070435,17678.76280271,821.7585848275,141.78015991499998,419804.5485113325,0.0,9831.9986491975,14943.75997019,834825.6281052525,201.894068005,952482.0789756676,836861.7104892475,475255.8446502475,0.0,0.0,0.0,1190889.07719875,109753.056089165,487723.87135933246,800068.8137106675,27621.2289734175,25008.7909399825,0.0,0.0,39806.7638808575,2024.5194383675,0.0,796720.3537203349,271482.73453239,0.0,0.0,0.0,0.0,0.0,133.0,85.07692307692308,57.92307692307692,57.53846153846154,62.38461538461539,113.07692307692308,190.0,269.6923076923077,316.46153846153845,347.61538461538464,334.0769230769231,331.0,322.38461538461536,321.9230769230769,326.15384615384613,334.9230769230769,345.2307692307692,346.38461538461536,396.61538461538464,344.61538461538464,330.15384615384613,295.84615384615387,270.9230769230769,211.15384615384616,Train
